SSC_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
SSC50240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,5,0,11
SSC50241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SSC50242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,8,3,3,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,6,0,0,3,0,3,0,33
SSC50243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,12
SSC50244,18,20,119,178,45,413,26,205,16,1038,55,227,239,259,171,332,68,203,28,1577,296,947,466,287,421,253,231,263,42,3203,495,1110,593,365,563,241,214,225,61,3872,606,841,580,336,738,259,243,257,59,3923,325,409,280,213,397,161,167,170,35,2139,75,88,53,31,68,50,39,48,8,452,4,5,3,0,3,3,0,6,3,33,0,0,0,0,0,0,0,0,0,0,1874,3646,2327,1672,2399,1705,980,1377,244,16228
SSC50245,0,0,8,15,0,19,4,24,0,73,9,41,38,91,30,71,34,83,9,400,95,270,187,159,123,88,91,138,33,1182,51,100,84,57,69,30,61,63,13,536,26,42,49,38,35,16,33,37,3,279,18,28,31,33,30,14,21,35,9,220,3,8,15,7,14,4,6,14,0,73,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,3,206,487,411,395,311,236,249,410,67,2774
SSC50246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50247,0,0,0,0,0,0,0,0,0,7,0,0,3,0,3,0,0,0,0,11,0,6,18,0,12,3,3,6,0,41,6,13,0,0,4,3,7,0,0,33,12,12,6,4,8,7,10,8,3,64,9,8,4,8,9,3,10,8,0,59,0,0,0,0,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,35,34,25,34,13,33,19,5,222
SSC50248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
SSC50249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50250,0,0,7,4,3,16,0,13,0,54,3,5,23,12,3,11,4,20,0,76,9,31,52,15,21,14,19,37,4,202,13,43,52,23,19,21,31,32,3,233,27,36,52,29,26,19,38,46,4,277,16,18,35,20,17,12,26,17,4,166,12,4,0,3,3,0,8,11,3,41,3,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,87,136,218,105,92,85,123,170,19,1045
SSC50251,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,5,0,15,3,3,0,0,0,0,0,0,0,10,3,3,3,3,7,0,0,4,0,22,5,3,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,9,6,9,5,3,10,0,77
SSC50252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,6,0,17
SSC50253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9
SSC50254,0,0,3,3,0,6,0,0,0,11,3,3,9,0,7,0,0,0,0,20,4,5,3,0,0,0,0,3,3,22,8,12,7,0,5,0,4,4,3,41,15,7,9,8,8,0,6,3,0,60,14,0,8,0,5,5,6,0,0,42,8,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,52,28,34,15,27,15,17,23,3,212
SSC50255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,8
SSC50256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,7,3,3,0,0,3,0,0,3,0,14,8,3,3,3,0,5,0,5,0,23,3,3,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,10,9,7,5,5,0,11,0,67
SSC50258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,3,0,14,0,0,0,0,0,0,5,3,0,14,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,3,0,0,13,10,0,45
SSC50259,0,0,10,7,4,13,3,13,0,43,0,10,19,3,7,6,4,3,0,62,5,8,23,6,8,4,9,4,0,74,16,25,24,13,22,5,9,10,3,136,17,23,40,17,32,3,18,16,3,163,12,8,13,5,12,3,4,5,0,67,0,3,0,0,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,75,139,54,88,31,50,54,13,562
SSC50260,0,0,25,15,3,38,0,27,4,113,7,4,64,28,17,42,11,49,3,239,28,69,106,52,46,40,44,111,11,494,27,37,74,47,30,22,52,97,7,401,28,39,75,56,41,35,53,68,9,409,31,41,46,46,41,28,76,44,4,352,5,12,8,9,5,7,12,18,0,76,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,122,211,400,261,185,212,247,417,42,2086
SSC50261,0,5,14,44,10,68,6,26,7,178,9,45,40,49,22,40,3,31,4,241,43,154,78,25,49,27,14,15,5,412,142,301,68,56,107,34,19,18,15,748,151,256,85,69,124,44,20,25,10,783,113,218,69,42,119,54,15,21,3,660,38,73,18,9,39,19,12,17,3,225,0,5,0,0,3,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,496,1056,378,293,473,292,84,148,48,3261
SSC50262,0,0,15,23,6,38,5,31,0,112,16,43,64,76,32,43,18,51,4,355,89,355,213,116,139,60,44,90,21,1126,93,255,111,66,94,31,37,36,9,729,68,101,61,35,80,42,36,38,9,463,33,71,34,38,56,15,27,19,6,300,9,20,6,8,22,11,8,3,4,85,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,298,853,495,359,430,237,173,281,51,3177
SSC50263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,0,0,0,3,0,0,6,4,0,0,0,0,3,0,0,0,8,4,0,3,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,4,0,0,7,0,5,0,33
SSC50264,0,3,3,3,3,9,0,3,0,24,0,0,12,3,4,4,0,3,0,26,7,12,11,5,0,0,0,0,0,38,12,17,11,4,9,0,3,3,0,67,23,12,15,3,10,10,3,7,0,78,18,14,4,3,11,3,3,6,0,64,3,7,4,0,0,0,0,0,0,17,4,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,68,75,52,25,38,25,12,26,3,317
SSC50265,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,5,0,18,6,5,6,0,9,4,6,0,0,34,11,7,6,0,6,0,6,0,0,41,10,3,10,4,3,0,8,4,0,38,15,7,8,0,5,3,10,8,0,52,6,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,52,21,35,10,24,13,29,24,0,197
SSC50266,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,3,0,6,10,3,0,3,3,0,3,8,3,31,0,3,3,3,0,0,0,3,0,8,5,4,6,3,0,0,0,3,0,13,3,0,0,0,0,3,0,3,0,19,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,17,6,5,8,3,17,3,90
SSC50267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SSC50268,4,5,34,54,17,132,6,51,6,300,5,35,81,66,37,75,14,35,5,359,58,133,145,75,120,54,36,47,8,677,135,207,176,93,133,67,44,53,16,918,136,189,184,102,191,62,69,52,21,1001,70,61,65,52,83,34,40,34,4,448,13,9,9,8,17,5,9,7,0,88,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,415,644,701,448,597,426,219,282,58,3796
SSC50269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,4,3,0,4,0,30
SSC50270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,4,0,34
SSC50271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,0,0,0,3,3,0,14,10,0,0,0,0,0,3,0,0,20,8,0,0,0,0,0,0,0,0,13,5,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,8,4,0,3,0,5,9,0,69
SSC50272,0,0,29,13,6,49,7,30,3,133,7,13,41,29,18,20,15,26,0,164,31,56,85,24,72,23,38,50,3,383,56,67,66,36,56,28,40,38,3,400,48,48,54,34,51,34,63,60,8,403,32,38,30,31,43,23,41,34,10,269,19,14,10,4,13,6,21,6,0,94,0,0,0,0,0,0,0,4,0,8,4,0,0,0,0,0,0,0,0,4,201,242,312,173,263,177,220,245,26,1856
SSC50273,0,0,5,12,4,13,9,9,0,48,0,4,19,4,5,6,6,12,0,46,3,8,5,3,3,3,0,6,0,30,8,10,14,3,11,3,8,5,0,64,18,18,27,12,22,9,16,12,0,132,12,14,17,0,8,0,9,9,3,74,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,53,93,33,50,31,42,45,5,405
SSC50274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,10,3,3,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,4,6,0,3,3,4,4,0,32
SSC50275,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,8,0,0,0,0,0,3,0,0,14,7,0,6,0,3,0,6,0,3,20,10,0,3,3,3,3,4,4,0,36,11,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,35,8,13,8,7,3,16,14,3,106
SSC50276,0,8,11,14,7,33,4,24,0,96,8,19,50,46,25,55,15,28,3,263,85,213,194,118,134,60,61,64,11,935,79,147,111,76,131,38,67,46,13,706,58,72,80,44,84,27,46,41,5,455,37,37,39,36,46,18,33,38,5,289,14,6,10,3,9,3,3,9,0,54,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,285,499,497,334,440,230,232,259,34,2808
SSC50277,0,0,0,0,0,3,0,3,0,10,0,0,10,6,0,3,0,5,0,27,10,13,8,8,3,8,0,4,0,50,3,9,12,4,3,3,5,4,0,44,6,5,11,10,3,3,4,6,0,52,0,5,5,12,12,0,3,5,0,48,0,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,23,38,48,31,21,23,15,40,6,243
SSC50278,0,0,0,0,0,0,0,3,0,6,0,0,0,0,6,0,0,11,0,19,3,12,3,3,3,0,4,16,0,49,3,0,3,4,5,0,4,14,3,31,8,4,5,7,8,0,5,15,0,53,5,0,4,8,9,0,3,6,4,40,4,3,0,0,0,0,3,0,0,14,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,29,22,21,19,34,7,16,61,10,213
SSC50279,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,3,0,0,0,5,0,3,0,0,0,0,0,3,0,12,0,3,0,0,3,0,0,3,0,13,4,3,8,3,3,0,4,4,0,27,0,0,0,0,0,0,0,4,0,12,0,0,3,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,11,4,10,12,10,18,3,82
SSC50280,0,0,6,0,0,11,0,6,0,19,3,4,13,3,12,11,0,10,0,56,10,26,21,20,20,4,8,7,3,128,13,26,19,9,19,4,5,6,3,111,18,18,29,10,24,8,16,11,4,126,18,27,12,6,20,4,10,4,0,92,3,0,3,0,0,0,3,0,0,13,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,69,100,102,52,91,45,45,41,13,549
SSC50281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10
SSC50282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,3,0,21
SSC50283,0,0,0,0,0,3,0,3,0,10,3,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,5,0,12,9,0,0,0,3,0,0,0,0,10,13,3,0,0,0,0,3,0,0,20,14,4,0,4,0,0,0,3,0,24,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,40,7,0,5,9,7,4,10,0,82
SSC50284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,8,0,0,0,0,0,3,0,0,12,4,3,0,0,5,0,0,4,0,11,6,3,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,3,4,3,0,6,3,3,49
SSC50285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,4,0,0,3,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,3,3,0,0,5,3,33
SSC50286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,0,0,0,0,0,3,0,34
SSC50287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10
SSC50288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,6
SSC50289,0,3,5,10,4,15,0,8,0,45,0,3,24,17,5,4,4,12,0,69,7,16,41,9,9,10,17,13,3,123,21,23,27,21,20,10,16,18,3,161,35,46,40,32,29,14,30,22,3,254,20,40,32,31,28,15,16,17,3,197,3,7,4,6,0,5,4,3,0,39,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,89,146,175,116,97,80,90,87,20,890
SSC50290,0,0,5,0,0,3,0,4,0,23,3,0,6,0,4,0,0,6,0,24,10,4,15,9,7,3,5,8,0,59,19,13,20,9,16,4,11,16,0,102,15,16,25,5,24,7,16,18,3,124,12,18,17,5,15,10,8,7,0,93,8,3,3,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,54,90,27,64,33,44,55,6,445
SSC50291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,4,0,19
SSC50292,0,4,4,12,5,27,3,12,0,73,3,33,12,31,17,29,3,9,0,134,40,147,24,34,33,25,7,16,3,327,91,183,17,26,37,19,6,13,4,396,85,142,20,23,58,15,8,8,3,357,64,111,21,16,37,19,4,6,0,278,19,27,3,3,12,6,3,0,3,83,5,3,0,0,3,0,3,0,0,15,0,0,0,0,0,0,0,0,0,3,304,650,101,150,199,144,36,67,18,1669
SSC50293,0,18,11,66,11,73,5,31,6,214,6,74,20,69,35,65,8,16,3,306,19,103,40,22,31,18,4,13,0,241,107,235,17,21,46,19,3,3,9,457,230,411,42,30,100,45,3,14,18,888,160,253,21,20,64,26,3,8,8,571,35,70,0,4,41,11,0,3,0,163,19,28,0,0,5,4,0,0,4,65,4,3,0,0,3,0,0,0,0,12,587,1191,162,228,335,250,32,90,60,2921
SSC50294,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,6,6,0,0,8,8,0,25,4,0,4,6,0,3,4,6,0,16,0,5,11,0,0,0,5,4,0,27,3,3,3,5,5,0,10,3,3,34,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,12,31,11,11,6,19,18,3,130
SSC50295,4,5,3,47,9,38,4,24,3,139,16,77,31,79,36,84,10,26,3,362,94,404,59,65,58,57,7,23,10,772,132,284,28,36,57,36,11,13,6,603,172,344,45,37,77,32,5,10,12,739,135,241,35,31,66,24,9,13,9,561,75,133,13,6,40,20,0,6,11,306,16,23,3,4,0,8,0,3,0,62,0,3,0,0,0,0,0,0,0,5,636,1517,214,305,358,301,52,118,56,3559
SSC50296,3,3,61,55,18,145,6,62,6,361,33,52,162,138,74,141,25,103,12,742,163,352,421,220,241,153,130,185,29,1898,148,270,273,165,198,100,112,123,26,1417,131,182,226,136,188,102,102,136,26,1235,48,74,93,77,114,57,72,87,14,631,5,14,13,24,21,10,13,23,0,126,0,3,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,538,955,1255,814,844,709,466,720,118,6421
SSC50297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5
SSC50298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50300,3,0,24,22,11,59,0,25,0,151,13,34,65,50,44,62,35,77,7,395,86,220,247,137,118,69,96,132,22,1129,80,161,145,80,100,33,63,73,14,739,53,87,102,58,95,42,76,62,12,589,32,45,58,49,77,24,64,56,6,403,8,14,16,10,17,3,13,23,3,95,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,278,556,650,402,465,288,353,457,70,3514
