SSC_CODE_2016,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
SSC50309,0,0,0,0,0,0,4,3,6,53,76,11,138,22,14,34,168,171,5,344
SSC50310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50311,0,0,0,0,0,0,0,0,0,6,7,0,14,0,0,0,16,13,0,25
SSC50312,0,0,0,0,0,0,0,0,0,4,5,0,7,0,0,0,7,7,0,17
SSC50313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50315,0,0,0,0,0,0,0,3,4,167,125,9,301,17,6,29,333,159,0,489
SSC50316,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3
SSC50317,0,0,0,0,0,0,0,0,0,49,23,3,79,4,5,7,89,25,0,110
SSC50318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50319,0,0,0,0,0,0,3,0,4,38,35,3,83,11,14,28,107,124,5,232
SSC50320,0,0,0,0,0,0,0,0,0,41,34,6,77,7,3,9,86,39,0,123
SSC50321,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,9,3,0,11
SSC50322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50323,0,0,0,0,0,0,0,3,3,79,78,6,162,10,10,22,180,128,8,314
SSC50324,0,0,0,0,0,0,0,0,0,15,10,0,26,0,0,3,25,13,0,40
SSC50325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50326,0,0,0,0,0,0,0,0,3,9,5,0,19,4,0,4,22,22,0,49
SSC50327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50328,0,6,0,0,0,6,4,3,14,95,83,9,192,24,16,36,224,188,5,418
SSC50329,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,10,7,0,15
SSC50330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50332,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,3
SSC50333,0,0,0,0,0,0,0,0,0,10,4,0,14,3,0,3,12,9,0,18
SSC50334,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,4
SSC50335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50339,0,0,0,0,0,0,0,0,0,13,4,0,15,0,3,3,20,11,0,32
SSC50340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC50341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50342,0,0,0,0,0,0,0,0,0,62,70,8,135,4,3,7,143,58,0,199
SSC50343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC50344,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SSC50345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50346,0,0,0,0,0,0,0,0,0,13,25,3,38,3,0,3,44,8,0,55
SSC50347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50349,0,0,0,0,0,3,4,0,7,84,77,3,165,10,11,15,182,120,0,311
SSC50350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50351,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,7,4,0,8
SSC50352,0,0,0,0,0,0,0,0,0,17,13,0,24,0,0,3,27,20,0,44
SSC50353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4
SSC50354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
SSC50355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50356,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,5
SSC50357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50358,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,5,3,0,5
SSC50359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50363,0,0,0,0,0,0,0,0,0,9,3,0,10,0,0,3,17,12,0,26
SSC50364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50366,0,3,0,0,0,3,0,0,3,100,74,9,183,12,6,22,202,63,0,268
SSC50367,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4
SSC50368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50370,0,0,0,0,0,0,0,0,0,22,17,0,37,0,0,4,42,18,0,55
SSC50371,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,4
SSC50372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50373,0,0,0,0,0,0,0,0,0,28,23,0,50,0,3,3,54,38,0,97
SSC50374,0,0,0,0,0,0,0,0,0,4,3,0,9,0,0,0,14,0,0,15
SSC50375,0,0,0,0,0,6,3,0,3,144,111,14,264,17,17,34,294,111,3,411
SSC50376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SSC50377,0,0,0,0,0,0,0,0,0,13,0,0,9,0,0,0,9,9,0,17
SSC50378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50379,0,0,0,0,0,0,3,0,3,10,16,0,28,6,3,11,39,48,0,83
SSC50380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50381,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,5
SSC50382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50383,0,0,0,0,0,0,0,0,0,82,59,4,142,11,3,12,153,52,0,208
SSC50384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50385,0,0,0,0,0,0,0,0,0,8,6,0,11,0,3,3,20,4,0,24
SSC50386,0,0,0,0,0,0,0,0,0,10,9,3,20,0,0,0,20,0,0,20
SSC50387,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,8,9,0,13
SSC50388,0,0,0,0,0,0,0,0,0,6,4,5,14,0,0,0,12,10,0,30
SSC50389,0,0,0,0,0,0,3,0,3,49,26,3,76,5,0,3,83,32,0,122
SSC50390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50395,0,0,0,0,0,0,0,0,0,61,64,3,126,11,11,25,149,80,3,233
SSC50396,0,0,0,0,0,0,0,0,0,21,22,3,43,3,7,11,53,30,0,83
SSC50397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50398,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,4,6,5,0,14
SSC50399,0,0,0,0,0,0,0,0,0,9,9,0,14,0,0,0,14,7,0,16
SSC50400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50402,0,0,0,0,0,0,0,0,0,4,4,0,14,0,0,0,14,3,0,16
SSC50403,0,0,0,0,0,0,0,0,0,16,49,0,63,3,3,10,73,38,0,111
SSC50404,0,0,0,0,0,0,0,4,3,43,11,3,62,3,3,8,66,96,6,166
SSC50405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50408,3,3,0,0,0,3,3,3,10,263,208,31,502,21,29,56,556,334,8,896
SSC50409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50410,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,4
SSC50411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50414,0,3,0,0,0,3,0,10,9,36,17,0,53,0,0,0,56,17,10,78
SSC50415,0,0,0,0,0,0,0,0,0,13,6,0,21,0,4,3,23,14,0,42
SSC50416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50418,0,0,0,0,0,0,0,0,0,18,22,4,39,5,6,11,51,35,0,90
SSC50419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50422,0,0,0,0,0,0,0,3,5,93,87,8,185,11,6,14,204,115,6,318
SSC50423,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,7,13,0,14
SSC50424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50425,0,0,0,0,0,0,0,0,0,15,12,4,35,3,0,3,34,13,0,50
SSC50426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50430,0,0,0,0,0,0,0,0,0,72,59,8,139,6,4,14,154,128,0,282
SSC50431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50434,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,7,0,0,4
SSC50435,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,0,0,3
SSC50436,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,3
SSC50437,3,10,0,0,0,10,0,0,13,164,142,20,322,10,4,14,340,105,0,447
SSC50438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50440,0,4,0,0,0,4,0,0,3,40,70,11,121,3,3,9,133,34,0,172
SSC50441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10
SSC50442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC50443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50445,0,0,0,0,0,0,0,0,0,5,3,0,6,3,0,3,11,14,0,21
SSC50446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50451,0,0,0,0,0,0,0,0,0,46,40,3,93,7,10,17,108,73,3,192
SSC50452,0,0,0,0,0,0,3,0,5,64,40,7,111,4,5,14,123,59,0,187
SSC50453,0,0,0,0,0,0,0,0,3,10,9,3,18,0,0,0,22,17,0,31
SSC50454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50456,0,0,0,0,0,0,0,0,3,73,80,5,159,3,0,7,164,60,0,231
SSC50457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50463,0,0,0,0,0,0,0,0,0,57,23,5,86,9,12,15,100,61,0,158
SSC50464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50466,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,7,0,10
SSC50467,0,0,0,0,0,0,3,0,3,107,85,3,192,18,8,33,221,105,3,331
SSC50468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50470,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC50471,0,3,0,0,0,3,0,0,5,93,114,13,221,10,12,24,248,122,4,372
SSC50472,0,0,0,0,0,0,0,0,0,59,32,10,99,4,7,12,110,71,4,178
SSC50473,0,0,0,0,0,0,0,0,0,64,44,11,108,5,4,10,116,31,0,156
SSC50474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50475,0,0,0,0,0,0,0,0,0,22,20,0,35,5,0,3,44,22,0,65
SSC50476,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SSC50477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50479,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,7
SSC50480,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,12,0,0,13
SSC50481,0,4,0,0,0,4,6,5,13,381,247,26,653,44,36,81,733,342,7,1086
SSC50482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50483,0,0,0,0,0,0,0,0,0,38,29,4,75,3,6,7,87,68,0,146
SSC50484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50485,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,7,0,0,8
SSC50486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3
SSC50487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50488,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SSC50489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50490,0,0,0,0,0,0,0,0,0,25,32,3,63,5,0,5,65,73,0,142
SSC50491,0,0,0,0,0,0,0,0,0,20,26,0,56,0,0,0,53,31,3,83
SSC50492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50496,0,3,0,0,0,0,0,0,6,21,21,3,47,3,3,3,54,15,0,68
SSC50497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50499,0,5,0,0,0,5,0,0,5,62,63,7,136,12,8,20,160,94,0,252
SSC50500,0,0,0,0,0,0,0,0,0,3,4,0,9,0,0,0,9,0,0,6
SSC50501,0,0,0,0,0,0,3,0,6,48,39,6,100,4,4,6,103,67,3,174
SSC50502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50506,0,0,0,0,0,0,3,0,4,15,4,3,21,3,0,6,26,48,5,84
SSC50507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50508,0,0,0,0,0,0,0,0,0,68,70,5,137,4,4,7,147,61,3,207
SSC50509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50510,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,0,3
SSC50511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50515,0,0,0,0,0,0,0,0,0,12,8,3,24,3,4,3,26,19,0,52
SSC50516,0,0,0,0,0,0,7,8,17,205,141,16,356,19,11,34,391,211,12,607
SSC50517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7
SSC50519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50520,0,0,0,0,0,0,0,3,3,91,78,3,169,4,11,14,181,97,3,286
SSC50521,0,0,0,0,0,0,0,0,0,6,4,0,15,0,0,3,20,30,0,48
SSC50522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50523,0,0,0,0,0,0,0,0,0,4,10,0,9,0,0,0,9,3,0,17
SSC50524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50525,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,5,0,0,5
SSC50526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3
SSC50529,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,4,11,0,15
SSC50530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50531,0,0,0,0,0,0,0,0,0,15,12,4,26,0,3,4,30,12,0,44
SSC50532,0,0,0,0,0,0,0,3,3,32,44,3,73,0,14,15,91,78,4,175
SSC50533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50534,0,0,0,0,0,0,4,0,4,37,41,4,77,3,5,8,89,60,0,150
SSC50535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3
SSC50537,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,8
SSC50538,0,0,0,0,0,0,0,0,3,0,3,0,3,4,0,5,6,12,0,18
SSC50539,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,5,5
SSC50540,0,0,0,0,0,0,0,0,0,15,25,5,41,0,0,0,42,18,0,63
SSC50541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50546,0,0,0,0,0,0,0,0,0,6,14,0,20,0,0,0,22,11,0,27
SSC50547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50548,0,4,0,0,0,0,5,5,14,128,114,14,258,23,20,38,293,271,14,582
SSC50549,0,0,0,0,0,0,0,0,0,8,7,0,14,3,0,3,20,13,0,34
SSC50550,0,0,0,0,0,0,0,0,0,33,26,0,68,4,3,4,74,28,0,100
SSC50551,0,0,0,0,0,0,0,3,3,38,44,5,85,5,13,20,106,47,4,158
SSC50552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50554,0,0,0,0,0,0,0,3,3,10,10,0,23,4,9,11,31,20,3,55
SSC50555,0,0,0,0,0,0,0,0,0,11,12,0,28,0,0,0,27,13,0,38
SSC50556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50557,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,5
SSC50558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50559,0,0,0,0,0,0,0,0,3,3,5,0,11,3,0,3,9,6,0,19
SSC50560,0,0,0,0,0,0,0,0,0,7,8,0,15,0,0,0,15,0,0,15
SSC50561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50562,0,0,0,0,0,0,0,0,0,3,0,0,10,3,0,3,8,13,0,22
SSC50563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50564,0,0,0,0,0,3,0,0,3,61,61,3,117,14,12,21,141,49,0,197
SSC50565,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC50566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50567,0,0,0,0,0,0,0,0,0,4,4,0,6,0,3,3,13,11,0,20
SSC50568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50569,0,0,0,0,0,0,0,0,0,23,20,0,40,0,0,3,43,27,3,78
SSC50570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50572,0,10,3,0,3,9,10,10,30,280,211,26,514,64,50,111,624,460,17,1102
SSC50573,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,9,0,0,8
SSC50574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50575,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SSC50576,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,3
SSC50577,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC50578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50580,0,0,0,0,0,0,0,0,0,6,0,3,11,0,0,0,11,14,0,20
SSC50581,0,3,0,0,0,3,10,3,16,99,120,19,241,16,19,35,279,265,6,552
SSC50582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50583,0,0,0,0,0,0,0,0,3,46,32,4,78,5,3,6,87,27,0,121
SSC50584,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,6,0,0,11
SSC50585,0,3,0,0,0,3,3,0,4,127,107,17,243,9,8,16,261,127,0,394
SSC50586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50589,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,10,0,19
SSC50590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50591,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,4,0,0,9
SSC50592,0,0,0,0,0,0,3,0,3,25,12,0,32,3,0,3,37,16,0,55
SSC50593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50597,0,0,0,0,0,0,0,0,0,27,29,4,65,3,3,4,70,17,0,79
SSC50598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50600,0,0,0,0,0,0,3,3,9,18,9,3,25,0,3,5,37,77,3,116
SSC50601,3,3,0,0,0,3,0,0,8,156,125,14,301,30,25,52,356,152,0,512
SSC50602,0,0,0,0,0,0,0,0,0,3,4,4,11,0,0,0,11,4,0,11
SSC50603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50605,0,0,0,0,0,0,0,0,0,83,60,10,151,5,0,12,160,64,0,220
SSC50606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
