SSC_CODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SSC50338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,4,0,7
SSC50339,206,199,407,57,41,95,3,3,6,0,0,0,3,6,10,0,0,0,69,79,154,0,0,0,0,0,0,0,0,0,0,0,0,81,93,172,12,9,17,0,0,0,147,139,286,62,46,108,421,383,804
SSC50340,19,27,44,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,8,5,10,0,0,0,0,0,0,0,0,0,0,0,0,8,5,10,0,0,0,0,0,0,8,7,10,0,0,0,22,29,58
SSC50341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50342,1715,1780,3500,275,252,524,70,74,137,56,53,113,37,37,71,10,4,12,703,752,1457,0,0,0,7,5,11,3,9,10,0,0,0,887,935,1822,297,344,642,16,37,55,1474,1569,3039,243,245,493,3435,3595,7029
SSC50343,12,14,29,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,7,12,7,5,13,23,25,44
SSC50344,13,3,17,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,3,0,3,18,10,25
SSC50345,5,12,16,3,0,5,3,0,3,0,0,0,0,0,0,0,0,0,6,9,14,0,0,0,0,0,0,0,0,0,0,0,0,13,11,22,0,0,0,0,0,0,14,9,29,0,0,0,23,20,44
SSC50346,341,328,667,66,68,133,11,9,20,3,4,9,8,9,13,8,4,15,284,292,574,5,3,11,0,4,6,0,0,0,0,0,0,316,328,646,26,40,65,0,4,5,415,437,848,108,94,202,863,855,1722
SSC50347,7,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,4,0,0,0,6,13,18
SSC50348,13,10,28,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,9,0,0,0,17,14,35
SSC50349,1558,1519,3072,92,90,182,4,11,18,12,15,26,17,27,42,5,7,17,662,674,1333,0,0,3,3,3,7,3,3,4,0,0,0,707,747,1451,148,176,317,18,14,30,967,1021,1987,166,153,327,2693,2700,5385
SSC50350,20,18,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,5,3,8,3,3,10,33,26,59
SSC50351,129,118,247,21,26,46,0,0,0,0,0,0,0,0,0,0,0,0,57,49,105,0,0,0,0,0,0,0,0,0,0,0,0,57,52,107,9,4,7,0,0,0,80,82,159,22,23,50,240,222,459
SSC50352,292,318,617,71,83,152,37,27,62,31,42,68,22,25,48,9,9,16,525,545,1065,4,3,7,4,3,9,7,5,12,0,0,0,631,658,1288,864,792,1654,6,7,12,1570,1536,3106,124,121,246,1992,1976,3966
SSC50353,67,57,124,4,3,3,0,0,6,0,0,4,0,0,0,0,0,0,16,20,37,0,0,0,0,0,0,0,0,0,0,0,0,19,27,45,4,0,7,0,0,0,29,31,53,7,4,15,103,92,195
SSC50354,59,44,106,5,6,10,0,0,0,0,0,0,0,0,0,0,0,0,19,22,37,0,0,3,0,0,4,0,0,0,0,0,0,20,22,46,3,3,3,0,0,0,30,26,59,11,10,27,101,89,191
SSC50355,40,40,77,0,3,5,0,0,3,0,0,0,0,0,3,0,0,0,9,9,23,0,0,0,0,0,0,0,0,0,0,0,0,16,11,26,0,0,3,0,0,0,14,16,32,7,7,11,59,57,119
SSC50356,137,116,249,6,11,15,0,0,0,0,0,0,0,0,0,0,0,3,48,47,95,0,0,0,5,4,7,0,0,0,0,0,0,58,53,112,8,3,8,0,0,0,69,62,133,27,21,54,234,204,437
SSC50357,6,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,3,3,4,5,4,8,15,11,27
SSC50358,39,24,70,12,9,21,0,0,0,0,0,0,0,0,0,0,0,0,16,17,28,0,0,0,0,0,0,0,0,0,0,0,0,19,15,30,0,3,3,0,0,3,29,27,55,29,12,39,96,66,166
SSC50359,9,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,9,0,0,0,0,0,0,0,0,0,0,0,0,6,5,9,0,0,0,0,0,0,6,5,9,0,0,4,14,15,30
SSC50360,0,4,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,12,16,0,0,0,0,0,0,0,0,0,0,0,0,7,14,20,0,0,0,0,0,0,7,11,18,4,0,3,11,17,27
SSC50361,5,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,3,4,3,3,15,13,25
SSC50362,9,3,11,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,35,6,40,0,0,0,0,0,0,0,0,0,0,0,0,42,7,50,0,0,3,0,0,0,50,10,59,7,0,7,70,6,80
SSC50363,225,193,421,57,55,110,0,0,0,0,3,3,0,0,0,0,0,0,61,53,115,0,0,0,0,0,3,0,0,0,0,0,0,68,56,121,42,42,88,0,5,6,170,159,328,40,34,72,432,387,818
SSC50364,24,18,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,10,4,5,9,28,24,51
SSC50365,10,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,10,10,21
SSC50366,1891,1887,3779,133,131,263,18,24,48,18,13,29,13,13,28,7,3,7,690,717,1406,4,3,6,7,3,7,7,0,5,0,3,3,760,786,1545,318,355,675,14,9,24,1229,1289,2509,127,111,238,3244,3289,6533
SSC50367,53,51,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,32,0,0,0,0,0,0,0,0,0,0,0,0,13,21,32,0,0,0,0,0,0,13,21,32,3,7,14,73,73,149
SSC50368,8,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,3,3,9,0,0,0,13,11,26
SSC50369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50370,361,362,718,40,43,80,7,11,19,4,3,7,5,3,14,0,0,3,165,178,342,0,0,0,0,0,3,0,0,0,0,0,0,185,199,383,59,63,125,0,0,3,279,309,587,28,28,58,670,692,1359
SSC50371,72,58,128,7,3,11,0,0,0,0,0,0,0,0,0,3,0,3,27,25,48,0,0,0,0,0,0,0,0,0,0,0,0,29,23,55,0,0,0,0,0,0,28,29,63,7,6,13,109,93,208
SSC50372,15,13,26,4,8,6,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,0,0,0,0,0,0,13,4,18,7,3,15,33,26,58
SSC50373,1096,1196,2293,245,229,476,16,18,37,23,31,54,11,12,28,19,21,43,360,319,680,0,0,0,3,3,3,0,0,0,0,0,0,432,401,839,145,156,299,12,5,17,832,793,1626,85,83,165,2016,2069,4081
SSC50374,163,149,309,66,46,119,0,4,7,3,0,3,0,0,3,0,3,4,52,71,120,0,0,0,0,0,0,0,0,0,0,0,0,59,80,140,50,49,91,0,0,0,175,173,350,38,38,72,378,353,732
SSC50375,1711,1786,3496,457,493,947,30,39,68,30,37,62,43,58,102,17,13,32,1134,1254,2384,9,8,23,9,13,21,0,0,4,4,0,6,1277,1419,2701,263,257,518,25,26,51,2023,2193,4218,276,252,525,4014,4230,8246
SSC50376,47,43,89,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,13,14,26,0,0,0,0,0,0,0,0,0,0,0,0,13,16,31,3,3,3,0,0,0,17,17,39,20,17,40,88,74,161
SSC50377,232,189,421,49,44,91,12,10,21,4,3,5,20,16,40,5,4,9,152,150,305,0,0,0,4,3,12,0,0,0,3,3,4,205,192,391,5,6,13,3,3,6,258,247,506,47,38,87,546,473,1019
SSC50378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50379,340,339,676,21,19,37,3,0,5,7,7,12,6,3,8,0,3,3,52,63,117,0,0,3,3,3,6,0,0,0,0,0,0,69,84,155,7,7,10,32,26,63,127,137,267,19,17,40,491,489,985
SSC50380,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,0,0,0,6,3,11
SSC50381,115,96,206,9,10,17,0,0,0,0,0,0,0,0,0,0,0,0,32,29,63,0,0,0,0,0,0,0,0,0,0,0,0,32,32,60,0,3,0,0,0,0,47,43,85,14,10,25,171,152,320
SSC50382,6,10,17,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,6,5,11,0,0,0,0,0,0,0,0,0,0,0,0,8,7,9,0,0,0,0,0,0,10,7,12,5,4,6,19,17,42
SSC50383,1993,1930,3918,186,204,381,15,13,27,17,29,42,28,24,51,10,16,23,676,727,1398,3,0,6,4,3,8,0,0,3,0,0,0,750,808,1563,204,189,399,10,12,22,1150,1207,2363,126,102,227,3272,3240,6515
SSC50384,4,5,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,9,0,0,0,7,7,16
SSC50385,144,140,286,17,23,43,0,0,0,0,0,3,0,0,0,0,0,0,45,57,105,0,0,0,0,0,0,0,0,0,0,0,0,48,59,109,0,3,4,0,3,6,68,87,158,14,15,30,228,239,470
SSC50386,240,224,471,13,11,21,0,0,0,0,0,0,4,0,6,0,0,0,55,57,110,0,0,0,0,0,0,0,0,0,0,0,0,62,58,118,0,0,0,0,0,3,73,74,147,17,15,38,331,318,655
SSC50387,110,98,210,30,39,69,0,0,0,3,3,4,0,0,0,0,0,3,19,21,38,0,0,0,0,0,0,0,0,0,0,0,0,26,25,48,3,3,5,0,0,0,53,68,125,17,15,25,179,179,356
SSC50388,363,371,731,18,21,38,6,0,7,3,6,4,0,0,3,0,0,0,132,158,287,0,0,0,3,4,6,0,0,0,0,0,0,140,169,314,6,8,16,0,3,3,166,196,367,23,20,42,560,587,1148
SSC50389,1068,1096,2162,67,75,143,5,7,14,17,15,29,7,11,23,0,0,0,386,383,775,4,3,9,3,3,7,0,3,9,0,0,0,429,431,854,47,56,107,5,16,17,549,577,1124,85,80,170,1703,1752,3453
SSC50390,10,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,8,6,6,0,0,0,19,12,35
SSC50391,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,5,0,0,0,4,3,7
SSC50392,16,11,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,6,14,13,35
SSC50393,10,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5,0,0,0,16,13,23
SSC50394,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,0,0,0,0,0,0,8,3,8,0,0,0,6,4,9
SSC50395,1144,1083,2232,234,228,463,29,26,57,21,25,49,29,26,61,7,13,19,893,969,1863,6,9,17,10,8,15,3,0,3,0,0,0,1002,1088,2090,120,141,260,15,13,31,1379,1471,2848,204,169,371,2723,2721,5447
SSC50396,136,117,252,94,87,174,20,12,33,18,18,33,20,6,26,9,8,23,725,702,1421,0,0,0,3,3,5,0,0,0,0,0,0,797,753,1552,130,195,328,8,10,16,1030,1041,2069,89,77,163,1249,1232,2481
SSC50397,7,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,0,0,0,3,0,0,3,7,8,8,3,10,18,14,32
SSC50398,96,95,193,21,24,48,0,0,0,0,0,0,0,0,0,0,0,0,13,13,24,0,0,0,0,0,0,0,0,0,0,0,0,16,15,26,3,3,6,0,3,3,35,44,82,18,9,31,156,153,303
SSC50399,218,193,408,37,24,60,0,0,3,0,0,0,0,0,0,0,4,4,120,146,264,0,0,0,0,4,5,0,0,0,0,0,0,122,150,276,5,3,7,0,0,3,164,178,345,28,26,57,409,400,813
SSC50400,15,19,32,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6,0,0,0,3,0,3,10,8,15,3,0,4,31,27,50
SSC50401,29,23,50,9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,0,0,3,0,0,0,14,7,18,3,0,3,44,33,74
SSC50402,179,137,319,44,32,75,5,4,11,3,0,3,7,6,13,0,0,0,72,80,152,0,4,7,0,3,3,0,0,4,0,6,3,96,101,194,22,20,43,3,0,4,158,160,319,44,30,70,383,335,710
SSC50403,544,609,1148,180,192,375,3,3,3,4,7,11,15,12,25,3,0,5,274,323,588,0,0,0,9,8,14,0,3,4,0,0,0,299,351,655,29,26,49,5,9,14,513,581,1092,119,132,249,1171,1317,2493
SSC50404,687,646,1327,262,285,544,19,17,37,20,29,43,17,26,45,6,6,10,261,292,557,0,0,0,14,10,19,0,3,4,0,0,0,339,376,709,37,55,93,18,25,41,653,739,1398,306,209,518,1646,1597,3242
SSC50405,10,3,15,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,3,6,0,0,0,14,9,24
SSC50406,11,10,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,6,0,3,7,14,13,34
SSC50407,8,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,12,9,25
SSC50408,6287,6892,13176,615,637,1251,45,42,94,61,67,129,35,28,69,26,18,39,2216,2311,4528,8,9,18,17,14,25,9,10,16,0,0,0,2422,2496,4921,822,853,1678,49,42,89,3909,4028,7936,555,609,1166,10745,11533,22273
SSC50409,9,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,0,6,0,4,0,10,10,19
SSC50410,72,65,141,11,9,28,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,0,0,0,0,0,0,13,18,38,11,8,13,98,96,187
SSC50411,38,38,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,32,0,0,0,0,0,0,0,0,0,0,0,0,15,14,32,0,0,0,0,0,0,18,14,40,0,0,0,58,53,116
SSC50412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4
SSC50413,23,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12,0,0,0,0,0,0,7,5,12,4,3,10,33,19,55
SSC50414,424,398,816,236,248,487,34,41,73,45,55,101,30,36,67,12,18,33,295,307,598,3,5,11,16,13,35,0,0,4,0,0,0,439,479,919,41,60,104,11,6,18,729,798,1523,111,129,242,1265,1323,2585
SSC50415,359,355,720,113,122,229,10,5,10,0,13,14,3,4,6,0,0,0,98,112,210,0,0,0,0,0,0,0,0,0,0,0,0,107,133,241,7,13,14,4,3,9,230,263,497,61,44,107,653,665,1317
SSC50416,8,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,4,10,8,25
SSC50417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,3,5,4,5
SSC50418,653,692,1346,170,192,362,0,3,0,3,8,10,3,8,18,3,0,3,234,272,510,6,3,6,3,0,4,0,0,0,0,0,3,257,296,557,32,34,72,3,16,17,465,540,1003,123,145,274,1247,1385,2626
SSC50419,13,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,0,0,0,0,0,0,6,4,13,0,5,7,26,17,41
SSC50420,25,24,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,3,4,0,0,0,3,8,12,3,4,7,40,36,72
SSC50421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50422,1748,1984,3731,199,219,417,33,41,72,35,43,83,39,41,74,12,10,17,1049,1095,2142,6,7,10,8,8,12,10,7,16,0,0,0,1188,1245,2430,292,325,619,33,18,56,1708,1815,3523,311,304,613,3767,4105,7867
SSC50423,110,117,230,26,29,57,0,0,3,0,0,0,0,0,0,0,0,3,31,36,70,0,0,0,0,0,3,0,0,0,0,0,0,40,46,83,0,6,10,0,0,0,71,74,144,20,20,42,202,211,419
SSC50424,12,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,15,0,0,0,0,0,0,0,0,0,0,0,0,10,7,15,0,0,0,0,0,0,12,7,15,7,5,10,31,21,53
SSC50425,262,258,520,88,80,169,8,6,14,3,3,3,6,0,7,3,0,3,204,237,444,0,0,0,0,0,0,0,0,0,0,0,0,225,250,475,22,23,45,3,4,7,331,360,693,63,51,110,655,668,1321
SSC50426,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3
SSC50427,4,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,5,6,13,10,22
SSC50428,3,3,4,6,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,19,0,0,0,11,12,21
SSC50429,31,19,51,0,3,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,6,4,5,12,38,32,66
SSC50430,1235,1357,2586,174,185,357,29,33,59,30,24,50,36,37,75,20,16,36,877,1009,1885,7,4,14,15,15,31,0,3,3,0,0,0,1012,1140,2149,132,151,282,34,56,92,1351,1533,2882,222,257,487,2809,3146,5955
SSC50431,12,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,4,4,0,0,0,17,10,29
SSC50432,16,13,26,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,5,4,14,3,3,8,24,27,48
SSC50433,7,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,11,17
SSC50434,70,67,134,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,28,21,56,0,0,0,0,0,0,0,0,0,0,0,0,28,21,56,0,0,0,0,0,0,32,25,61,11,8,24,114,98,213
SSC50435,46,39,86,10,8,11,0,0,0,0,0,0,0,0,0,0,0,0,21,23,43,0,0,0,0,0,0,0,0,0,0,0,0,21,24,43,0,0,3,0,0,0,31,34,60,21,14,36,97,85,182
SSC50436,72,62,137,9,8,21,0,0,0,0,0,0,0,0,0,0,0,0,21,32,54,0,0,0,0,0,0,0,0,0,0,0,0,21,33,56,0,4,8,3,5,4,36,53,87,13,11,25,122,127,249
SSC50437,4645,4785,9431,263,252,521,36,45,82,42,40,82,41,46,92,16,15,34,1375,1382,2754,0,7,6,3,4,5,10,4,15,0,0,0,1530,1544,3072,381,406,783,26,18,46,2199,2220,4424,273,269,536,7119,7274,14395
SSC50438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50439,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,0,0,0,7,6,11
SSC50440,927,942,1873,466,488,952,28,21,49,14,9,24,14,13,27,13,11,30,596,638,1232,3,0,3,7,5,11,0,0,0,0,0,3,676,708,1383,121,143,266,13,11,25,1275,1350,2623,196,168,369,2405,2461,4866
SSC50441,46,49,94,3,3,4,4,3,3,3,3,4,9,11,18,0,3,3,8,5,16,0,0,0,0,0,3,0,0,0,0,0,0,26,24,48,4,8,5,5,0,5,38,33,73,4,9,17,93,89,179
SSC50442,20,17,38,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,7,3,11,0,0,0,0,0,0,0,0,0,0,0,0,6,6,10,0,0,0,0,0,0,6,10,13,7,3,8,37,27,66
SSC50443,6,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,3,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,3,3,9,0,0,0,7,6,12
SSC50444,10,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,12,5,20
SSC50445,160,131,294,23,17,38,3,3,3,3,0,4,0,0,3,0,0,0,49,58,107,0,0,0,0,0,0,0,0,0,0,0,0,54,61,121,3,4,4,0,3,6,82,86,166,40,34,75,280,253,533
SSC50446,19,20,34,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,6,3,16,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12,0,0,0,0,0,3,19,12,25,8,6,6,39,36,67
SSC50447,14,10,21,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,16,14,27
SSC50448,27,19,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,4,0,0,0,25,21,43
SSC50449,33,33,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,0,0,0,0,0,0,7,3,10,8,4,17,52,39,93
SSC50450,11,9,26,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,12,0,0,0,0,0,0,0,0,0,0,0,0,4,5,12,0,0,0,0,0,0,4,4,15,7,13,16,21,26,56
SSC50451,1046,1119,2160,83,101,182,9,9,14,12,5,24,11,13,28,0,0,0,405,482,888,0,0,0,3,0,5,0,0,0,0,4,5,444,521,965,49,71,112,11,9,18,576,700,1279,125,127,257,1749,1942,3693
SSC50452,1083,1034,2120,179,158,338,33,17,51,25,17,42,14,16,30,8,10,14,536,546,1083,3,3,4,3,4,4,0,0,0,0,0,0,622,613,1234,465,462,925,14,19,27,1282,1244,2525,200,165,365,2570,2444,5011
