SSC_CODE_2016,P_OthServ_0,P_OthServ_1_15,P_OthServ_16_24,P_OthServ_25_34,P_OthServ_35_39,P_OthServ_40,P_OthServ_41_48,P_OthServ_49over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
SSC50964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,3,15,0,33
SSC50965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,19,17,5,12,6,16,0,91
SSC50966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,3,0,18,7,31
SSC50967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7,0,15
SSC50968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,7,7,3,0,3,0,31
SSC50969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,12
SSC50970,0,0,0,0,0,0,3,3,0,12,0,0,0,0,0,3,0,3,0,10,12,25,27,19,24,33,16,42,3,198
SSC50971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,3,0,8,0,26
SSC50972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,3,0,12,0,21
SSC50973,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,16,9,10,11,10,6,14,0,74
SSC50974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,9,0,15
SSC50975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,3,0,7,0,17
SSC50976,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,3,0,20
SSC50977,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,0,4,4,15,8,20,16,15,10,34,3,124
SSC50978,0,5,0,3,9,6,12,3,0,45,0,0,0,0,4,9,3,0,4,29,39,80,60,80,103,185,79,147,16,778
SSC50979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,10
SSC50981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,16,0,38
SSC50982,0,0,0,3,4,6,0,3,0,17,4,3,4,0,3,5,3,0,0,28,27,38,30,39,56,79,28,73,14,373
SSC50983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,13,19,20,33,29,25,48,3,194
SSC50984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,16
SSC50985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,12
SSC50986,0,0,4,0,7,3,4,7,0,20,0,0,0,0,3,7,0,11,8,31,16,45,43,52,65,79,37,93,9,433
SSC50987,0,0,0,0,0,3,3,5,0,10,0,0,0,0,3,0,0,0,0,8,31,21,15,30,64,45,33,40,9,302
SSC50988,11,63,63,68,126,90,32,59,11,526,11,61,51,40,84,104,32,53,98,539,306,1193,1107,1105,2195,1911,850,1258,226,10163
SSC50989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,20
SSC50990,9,20,21,18,14,18,11,16,3,120,7,29,14,11,12,30,10,30,27,180,126,649,495,430,489,725,352,740,61,4059
SSC50991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,21
SSC50992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5
SSC50993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50994,0,14,3,3,11,6,3,4,0,48,0,3,3,4,3,8,0,5,15,44,53,142,118,158,163,159,104,191,22,1108
SSC50995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,4
SSC50996,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,6,0,21
SSC50997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SSC50998,0,20,6,10,3,4,7,11,0,57,3,15,10,3,7,19,3,10,5,74,55,416,240,218,208,358,175,375,16,2078
SSC50999,0,0,0,0,0,0,0,0,0,8,0,3,3,0,0,0,0,0,0,9,13,39,34,34,46,33,34,38,6,282
SSC51000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,3,10,3,0,0,44
SSC51001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,10,3,19
SSC51003,0,0,0,3,0,0,0,3,0,6,0,0,0,0,0,4,0,0,0,3,3,13,3,10,7,14,9,22,0,84
SSC51004,0,0,0,3,10,10,0,3,0,35,0,0,0,0,0,0,0,0,0,3,0,7,4,15,38,21,3,12,5,105
SSC51005,0,29,16,16,22,18,9,19,0,134,0,14,17,18,19,41,6,18,19,159,169,506,410,414,565,808,414,685,57,4022
SSC51006,3,10,5,5,12,18,12,12,0,81,3,11,3,5,23,4,5,11,8,80,65,178,163,178,245,254,168,251,21,1527
SSC51007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9
SSC51008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,3,6,3,17
SSC51010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51011,5,27,26,21,39,23,17,17,0,175,9,30,26,17,34,53,12,29,40,245,203,737,647,616,941,1126,589,1018,95,5968
SSC51012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,19
SSC51014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,11,6,13,9,15,19,23,8,48,6,143
SSC51015,0,6,3,3,7,9,0,0,0,32,0,0,3,0,0,3,3,3,4,17,30,63,65,80,115,85,48,61,10,560
SSC51016,3,21,8,10,13,16,11,12,0,91,0,3,0,4,9,18,6,4,7,55,51,210,146,192,251,253,128,214,20,1460
SSC51017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC51018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51020,0,19,3,5,9,15,8,17,0,76,4,24,15,13,15,30,8,28,9,136,101,496,368,344,456,642,301,607,21,3334
SSC51021,0,5,0,7,10,12,7,4,0,42,0,3,7,0,6,15,0,8,5,40,35,99,82,87,152,179,76,140,4,863
SSC51022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51023,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,11,3,18,37,18,9,7,21,18,81,629,17,843
SSC51024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,17,3,33
SSC51025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,8,0,11
SSC51026,0,12,3,6,15,21,6,11,0,64,0,3,3,6,10,7,9,8,12,58,63,187,139,191,274,276,153,269,27,1572
SSC51027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,4,20,0,34
SSC51028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51030,0,3,0,7,11,4,0,9,3,27,0,7,0,0,3,3,7,7,3,34,23,47,39,48,69,82,46,91,8,460
SSC51031,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,15,6,10,11,20,4,19,0,89
SSC51032,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,10,4,5,3,5,0,11,3,45
SSC51033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,8
SSC51034,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,3,3,10,6,20,13,11,10,27,16,47,6,161
SSC51035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51036,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,6,4,0,4,3,0,5,3,77,6,102
SSC51037,3,17,7,23,14,24,9,12,0,123,3,20,10,8,14,26,12,13,20,130,122,449,304,349,440,574,271,480,45,3021
SSC51038,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,13,8,6,0,10,5,16,0,68
SSC51039,0,0,3,0,3,0,0,0,0,3,0,0,3,4,0,0,0,0,3,15,5,15,17,28,27,13,14,39,7,157
SSC51040,0,0,0,0,0,0,0,6,0,4,0,3,0,0,0,3,0,3,0,11,10,14,8,10,20,21,9,48,3,141
SSC51041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,14,16,6,10,14,0,68
SSC51042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,0,8,5,6,0,40
SSC51043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,5,0,3,3,17,0,28
SSC51044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51045,0,11,11,9,15,12,0,12,0,80,0,11,0,4,10,10,8,11,10,57,65,189,158,146,224,236,130,215,21,1378
SSC51046,0,5,3,0,6,3,6,3,0,27,0,6,5,0,6,3,3,0,10,34,21,82,53,58,72,91,59,102,17,561
SSC51047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,15
SSC51048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,8,7,3,3,0,28
SSC51049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,3,6,0,3,10,21,0,60
SSC51050,0,16,12,8,25,19,15,11,3,120,12,14,3,9,16,26,11,21,21,131,84,255,227,239,469,448,216,347,40,2325
SSC51051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,3,0,0,10,0,23
SSC51052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,5,3,7,4,16,0,52
SSC51053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,20,0,35
SSC51054,3,8,9,5,6,5,0,4,0,44,0,3,3,3,0,6,0,4,3,37,43,248,187,126,191,204,84,125,32,1239
SSC51055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,5,5,0,15
SSC51056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,14
SSC51057,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,16,8,7,8,22,9,26,14,41,6,144
SSC51058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51059,0,3,0,0,8,10,6,4,0,33,0,10,3,5,8,7,0,8,8,46,21,151,96,99,121,157,94,112,11,870
SSC51060,0,0,0,3,0,6,3,3,0,14,0,0,0,0,3,0,0,4,0,11,12,29,27,34,44,39,26,59,3,262
SSC51061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,11,3,3,7,9,9,11,0,59
SSC51062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,7
SSC51063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5
SSC51064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12
SSC51065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,15,0,17
SSC51066,0,3,0,0,3,0,0,11,0,23,0,3,0,0,0,0,0,0,0,5,3,28,14,17,16,27,6,36,0,153
SSC51067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,12
SSC51068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,11
SSC51069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,4,4,3,16,0,35
SSC51072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8
SSC51073,0,3,0,0,0,0,0,0,0,5,0,9,0,0,3,3,0,0,3,20,23,54,48,54,50,56,21,70,9,386
SSC51074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,3,7,3,8,11,0,43
SSC51075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,3,0,0,0,5,3,46,0,62
SSC51076,0,0,3,4,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,3,12,24,15,20,16,18,6,37,0,145
SSC51077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10
SSC51078,0,0,0,0,5,0,3,0,0,8,0,0,0,0,0,0,0,3,3,12,5,18,11,21,25,43,34,44,0,204
SSC51079,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,7,5,3,7,0,7,0,4,0,29
SSC51080,0,4,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,3,5,7,3,3,9,0,40
SSC51081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,16
SSC51082,0,0,0,0,4,0,3,0,0,11,0,0,0,0,0,0,0,0,0,5,16,27,25,25,32,38,16,70,3,257
SSC51083,0,9,10,8,10,31,7,13,0,88,9,11,3,0,9,13,9,10,20,84,112,171,176,164,264,319,162,281,38,1688
SSC51084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,6,6,9,22,0,64
SSC51085,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,3,7,0,32
SSC51086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,0,0,12
SSC51087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51088,0,17,10,8,13,6,3,16,0,82,5,45,18,9,11,36,14,34,18,190,150,865,530,488,519,785,427,959,52,4779
SSC51089,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,3,3,9,0,15,4,21,0,61
SSC51090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16
SSC51091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,4,0,0,6,4,0,35
SSC51092,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,5,0,0,3,6,0,13,13,22,7,40,14,24,3,140
SSC51093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9
SSC51094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,5,6,0,7,5,32,3,66
SSC51095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51097,0,0,0,3,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,3,4,11,0,35
SSC51098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10
SSC51099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,3,8,4,8,6,13,12,23,3,80
SSC51100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,14,8,5,3,23,0,64
SSC51101,9,19,15,14,15,12,12,62,0,153,9,5,7,3,7,6,3,16,14,71,236,160,132,164,275,274,595,1869,83,3784
SSC51102,4,0,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,9,11,14,14,35,13,17,3,41,15,161
SSC51103,3,11,7,3,10,9,10,26,0,75,9,7,4,12,15,22,19,39,10,136,140,176,124,166,254,369,404,614,29,2273
SSC51104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,11,3,3,12,6,25,4,82
SSC51105,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,5,6,3,4,3,3,0,34
SSC51106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC51107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,14
SSC51108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,7,3,6,0,11,0,34
SSC51109,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,8,8,3,3,3,5,7,0,34
SSC51110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,3,5,0,9,0,30
SSC51111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,4,0,5,0,14
SSC51112,5,38,26,24,59,49,29,26,3,262,11,17,38,17,55,57,24,30,44,279,173,535,691,600,1316,1120,508,712,86,5741
SSC51113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,5,0,19
SSC51114,5,34,23,15,31,42,13,17,0,182,16,26,11,18,41,37,15,25,33,216,106,517,412,416,729,725,319,482,72,3782
SSC51115,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,4,6,3,0,4,7,0,32
SSC51116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,13
SSC51117,0,0,0,0,0,0,0,3,0,4,3,3,0,0,0,0,0,3,4,18,5,23,16,25,22,35,15,75,11,217
SSC51118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,10,0,20
SSC51119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51120,0,3,7,10,10,12,10,17,0,63,0,3,6,6,0,20,3,12,13,61,65,239,196,194,198,314,120,300,23,1646
SSC51121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,13
SSC51122,0,0,0,0,0,3,0,0,0,5,0,0,3,0,0,0,0,0,0,8,14,21,14,17,36,24,24,32,0,174
SSC51123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,7
SSC51124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
SSC51125,0,3,0,8,4,5,3,6,0,35,5,8,3,8,5,15,10,13,15,82,49,141,130,123,161,286,126,287,20,1333
SSC51126,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,3,6,4,6,28,18,36,24,36,45,45,36,68,6,319
SSC51127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC51128,3,6,5,5,4,10,0,10,0,34,3,12,9,10,8,15,6,18,15,88,64,221,154,198,195,326,170,319,26,1679
SSC51129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,4,4,3,11,3,6,0,43
SSC51130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,5,5,8,0,34
SSC51131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,15,0,27
SSC51132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,3,0,9,3,12,7,39
SSC51133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,9
SSC51134,0,5,3,5,3,7,3,4,0,34,0,0,3,0,3,5,3,4,3,21,24,115,82,84,110,110,82,81,9,699
SSC51135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,9,0,13
SSC51136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,9,0,26
SSC51137,0,33,10,24,28,24,8,20,3,158,7,19,9,13,25,25,13,36,25,164,135,541,496,475,739,911,511,837,57,4705
SSC51138,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,13,26,6,15,7,15,8,29,5,102,13,205
SSC51139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,3,14
SSC51140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,3,7,18,4,13,0,61
SSC51141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,4,0,14
SSC51142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,3,0,3,5,11,3,37
SSC51143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,9,7,11,3,3,0,52
SSC51144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC51145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11
SSC51146,0,3,0,0,3,0,0,0,0,8,0,3,3,0,0,0,0,3,7,17,22,43,32,25,45,33,33,70,12,320
SSC51147,3,21,15,3,20,20,11,24,0,112,10,17,6,4,22,22,16,16,12,112,102,293,256,265,453,436,312,356,48,2517
SSC51148,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,3,0,0,0,13,18,21,28,36,22,39,29,63,4,257
SSC51149,0,3,0,3,0,3,0,3,0,17,8,0,3,3,8,6,4,4,6,38,28,55,80,60,113,135,70,108,15,652
SSC51150,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,3,13,19,8,20,10,19,15,25,0,124
SSC51151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,4,0,11
SSC51152,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,3,0,0,3,11,3,15,18,9,23,17,4,16,4,112
SSC51153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8
SSC51154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,0,3,0,23
SSC51155,0,0,0,0,0,0,3,21,0,29,0,0,0,0,0,0,0,4,7,21,78,20,15,13,23,17,96,1031,28,1323
SSC51156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,10
SSC51157,0,3,0,0,8,6,4,0,0,20,0,4,0,0,0,3,0,0,3,20,11,60,37,50,63,48,30,47,15,361
SSC51158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,4,6,4,3,0,18,0,50
SSC51159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6
SSC51160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,3,5,7,12,9,0,50
SSC51161,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,23,12,20,13,25,19,54,3,167
SSC51162,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,3,7,4,31,31,21,46,44,17,44,5,246
SSC51163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51164,0,8,5,4,9,15,3,22,0,70,3,11,9,3,9,12,8,19,8,81,45,184,140,151,206,262,118,283,11,1398
SSC51165,0,0,4,0,0,3,0,0,0,11,3,0,0,0,0,4,0,0,0,13,31,62,63,66,31,59,40,45,3,400
SSC51166,3,24,14,12,24,24,12,19,0,130,11,14,14,15,20,32,12,31,25,174,136,592,465,439,608,788,339,682,48,4104
SSC51167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,13,5,31
SSC51168,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,4,14,0,30
SSC51169,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,3,0,9,7,22,7,19,28,24,14,38,0,160
