SSC_CODE_2016,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
SSC51385,3,113,14,64,18,10,3,3,0,225,8,106,0,44,8,3,0,5,0,172,44,49,9,28,116,50,0,28,3,324,15,46,5,77,25,12,0,11,0,199,0,23,0,7,12,10,0,0,0,60,6,3,49,26,22,22,3,12,0,141,0,0,0,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,4,5,5,8,4,6,5,0,6,8,49,98,380,115,274,234,115,13,74,13,1319,9,31,12,7,3,0,0,3,0,65,0,21,12,3,12,7,6,3,0,62,59,67,418,7,33,12,79,59,11,751,19,16,107,6,7,3,11,14,3,192,5,7,17,8,7,5,3,4,0,57,7,133,14,69,21,10,4,8,0,274,10,126,0,43,10,9,9,7,0,218,81,77,26,34,139,65,24,41,3,497,21,75,16,105,38,12,5,17,4,293,8,28,15,10,15,10,3,4,3,98
SSC51386,0,54,3,23,8,0,3,4,0,97,4,34,3,11,8,0,0,3,0,64,10,13,0,8,39,15,0,3,0,85,7,15,0,36,12,4,0,3,5,83,0,7,0,3,3,3,0,0,0,13,3,4,11,12,3,0,0,8,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,0,0,0,0,13,31,125,24,101,72,34,6,30,6,423,0,3,0,0,3,0,0,0,0,7,3,0,4,0,3,0,0,4,0,17,20,4,63,7,0,4,8,12,0,123,11,0,40,3,0,3,0,4,0,57,7,6,9,3,3,3,10,10,0,45,5,65,3,32,8,4,7,3,0,128,11,47,5,17,8,0,0,3,0,81,14,18,5,10,46,22,4,11,0,122,15,27,3,47,12,11,0,5,4,112,0,6,5,5,3,3,0,0,0,26
SSC51387,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,10,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC51388,0,5,0,0,0,0,0,0,0,8,0,4,0,4,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,8,3,0,0,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,0,0,3,3,0,28,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,5,0,0,0,0,0,0,0,8,0,4,0,4,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3
SSC51389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51390,0,3,0,3,0,0,0,0,0,3,5,16,0,3,0,0,0,0,0,23,0,3,0,3,0,0,0,0,0,4,0,4,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,3,26,3,22,0,0,0,6,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,10,0,14,0,3,4,4,0,0,0,0,0,13,3,12,0,11,3,0,0,0,0,28,3,3,0,4,0,0,0,3,0,9,0,7,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3
SSC51391,6,103,3,25,7,6,0,0,0,154,4,50,0,13,0,0,0,3,0,73,30,48,0,20,66,21,0,7,0,203,7,45,3,41,15,7,0,4,3,129,5,13,0,4,3,8,3,8,0,40,3,0,16,5,7,5,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,13,0,3,0,8,0,0,0,0,0,16,67,332,44,136,123,60,8,41,10,806,4,76,11,0,11,4,0,9,0,119,9,28,10,4,4,4,0,4,0,62,19,66,109,7,13,14,30,24,3,285,12,14,35,3,9,0,3,4,0,87,4,4,4,3,5,3,0,4,0,24,4,131,8,30,7,6,4,0,0,200,6,65,3,18,3,0,3,3,0,110,62,100,15,35,80,41,14,21,0,371,22,68,10,59,17,9,8,12,3,209,5,20,9,7,4,13,3,8,0,71
SSC51392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51393,0,3,0,3,0,0,0,0,0,11,3,7,0,3,0,0,0,0,0,12,0,0,0,3,10,0,0,0,0,22,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,17,3,14,16,7,0,6,0,63,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,3,29,4,0,0,3,0,4,56,0,0,10,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,7,0,4,0,3,0,0,0,0,0,8,3,4,0,3,0,0,0,0,0,14,4,4,0,4,10,5,0,3,0,29,0,0,0,3,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,3
SSC51394,14,176,8,42,17,4,0,4,0,266,16,99,4,45,19,3,0,0,0,190,70,141,4,21,186,42,3,19,3,492,17,67,8,59,47,15,0,3,0,215,9,22,7,5,8,13,0,3,0,64,10,4,24,18,20,13,0,3,0,90,0,0,0,0,0,0,0,0,0,4,0,0,4,0,9,0,0,0,0,9,0,0,4,5,3,3,0,0,5,28,151,588,74,195,339,109,6,37,14,1515,10,56,14,6,9,12,0,3,4,119,31,60,14,3,12,5,0,3,0,118,104,188,207,7,25,24,32,29,11,628,46,19,151,0,10,6,9,11,3,258,7,3,4,0,4,3,0,4,0,39,29,258,20,52,23,6,3,0,3,393,20,135,4,48,19,11,0,0,3,247,169,294,14,32,244,84,12,27,4,879,33,105,13,69,49,20,5,8,3,306,14,36,6,8,14,17,3,9,0,112
SSC51395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,3,0,0,3,0,24,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,3,0,4,0,5,0,0,0,0,0,0,0,5
SSC51396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51397,0,36,8,8,9,0,0,0,0,67,3,38,0,17,4,0,0,0,0,66,15,18,0,3,31,5,0,3,0,72,5,11,0,17,15,0,0,0,0,51,0,4,0,0,3,0,0,0,0,13,4,0,6,8,3,3,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,10,35,138,22,58,77,18,4,14,7,362,5,24,0,0,0,0,0,3,0,32,0,8,4,0,0,0,0,0,3,16,29,23,95,6,10,8,18,10,0,205,8,7,30,0,0,0,6,0,0,51,4,12,3,0,3,0,0,4,0,32,4,40,10,14,8,0,3,0,0,83,5,50,3,16,4,0,0,0,0,81,21,23,6,5,34,7,7,5,3,112,5,15,8,26,15,0,0,4,0,74,0,8,3,0,7,0,0,3,0,22
SSC51398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51399,3,15,0,12,10,0,0,3,0,38,3,18,0,9,0,0,0,0,0,35,5,10,0,8,22,5,0,0,3,57,0,8,0,15,0,0,0,3,0,25,0,0,0,0,0,0,0,0,0,7,0,0,9,0,6,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,49,9,42,36,12,3,8,4,186,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,4,57,0,6,4,10,9,3,110,3,0,20,0,0,0,0,4,0,36,5,0,3,0,0,0,0,3,0,12,3,20,0,12,10,0,0,3,0,46,4,21,3,9,0,0,0,0,0,46,12,13,0,8,28,9,3,0,4,77,3,9,0,20,0,0,0,3,0,29,0,0,0,0,0,0,0,0,0,4
SSC51400,0,16,0,3,4,0,0,0,0,19,0,12,0,4,4,0,0,4,0,27,0,3,0,4,19,3,0,3,0,32,0,3,0,6,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,37,0,22,33,5,0,6,0,107,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,4,34,0,0,3,8,0,0,54,3,0,5,0,0,0,0,6,0,15,3,0,3,0,0,0,0,0,0,9,3,22,0,3,4,0,0,0,0,31,0,20,0,4,4,0,0,4,0,28,3,10,0,4,19,4,0,3,0,46,0,3,0,6,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
SSC51401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51402,3,25,3,20,8,3,0,0,0,61,3,11,0,14,9,0,0,3,0,47,7,9,0,3,34,17,3,5,0,80,5,11,0,45,16,4,0,4,0,81,0,3,0,0,5,4,0,0,0,13,0,0,13,7,5,4,0,6,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,14,26,61,34,95,76,33,5,21,4,362,3,4,5,0,0,0,0,0,0,14,3,7,3,0,0,0,0,0,0,15,12,10,96,3,6,3,18,18,3,169,0,3,30,0,0,3,7,5,0,53,0,0,4,3,0,0,3,4,0,18,3,34,3,20,6,3,3,0,0,75,3,17,0,14,9,0,5,3,0,51,21,12,5,3,44,19,13,9,0,126,9,10,4,53,17,6,4,10,0,108,0,3,3,9,5,4,4,0,0,25
SSC51403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC51404,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,6,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
SSC51405,21,336,4,41,28,4,0,0,6,438,25,113,0,13,13,4,0,0,0,172,110,145,6,22,111,34,0,3,3,436,51,209,5,37,50,14,0,10,8,387,12,62,3,3,15,9,0,3,0,106,6,0,13,12,8,11,0,4,0,54,0,0,0,4,0,0,0,0,0,3,9,10,0,3,6,0,0,0,0,29,3,7,4,3,0,3,0,0,3,23,262,1039,62,160,265,95,3,23,23,1924,46,163,6,6,17,4,0,3,5,262,18,48,6,0,8,0,3,3,0,86,101,245,83,12,23,10,3,25,3,500,23,66,37,5,13,3,3,3,0,161,4,20,3,3,3,0,0,0,0,42,38,527,11,53,29,11,0,6,5,676,40,155,0,14,20,4,0,0,0,236,284,384,22,28,150,73,0,12,6,970,93,385,16,54,69,21,0,13,17,672,15,102,14,13,22,11,3,6,0,182
SSC51406,14,176,22,53,22,11,4,3,3,304,4,114,0,46,10,7,0,3,3,191,54,91,7,39,181,53,4,16,6,454,16,68,7,79,37,19,0,9,3,237,9,9,5,5,20,7,0,0,0,52,11,5,33,27,26,11,0,8,3,131,0,0,0,0,0,0,0,0,0,0,0,10,0,3,3,3,0,0,0,19,0,0,0,0,8,4,0,6,7,19,129,530,95,269,342,129,11,59,25,1588,16,59,11,14,14,3,0,3,0,124,22,53,20,3,17,9,7,0,3,139,82,156,361,24,45,18,62,44,14,798,17,9,93,3,6,7,15,22,0,182,9,12,12,5,4,5,9,5,0,62,22,239,29,59,28,11,3,9,5,399,15,143,0,56,13,7,3,3,3,244,130,173,27,52,223,76,24,28,7,760,36,95,12,98,40,20,6,16,6,333,7,8,7,11,20,15,3,7,0,83
SSC51407,0,0,0,4,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,3,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC51408,0,19,0,11,3,0,0,0,0,40,5,20,3,10,0,0,0,0,0,34,7,3,3,7,17,8,0,3,0,44,0,9,0,14,0,3,0,4,0,26,0,3,0,0,3,0,0,0,0,4,0,0,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,3,13,58,14,55,34,13,0,11,0,191,0,6,3,0,3,0,0,0,0,16,0,5,0,0,0,0,0,0,0,3,9,6,56,4,3,3,5,8,3,98,9,0,16,0,0,0,0,0,0,31,0,0,5,0,0,0,0,0,0,17,0,26,0,11,5,0,0,0,0,44,7,25,3,10,0,0,0,0,0,44,7,9,4,12,17,10,3,4,0,61,0,7,0,26,3,3,0,8,0,48,0,4,0,0,3,0,0,0,0,5
SSC51409,12,69,13,54,12,10,0,4,0,174,3,68,3,41,16,6,0,3,3,141,25,31,10,14,106,20,3,7,0,219,6,36,4,76,26,10,5,9,0,174,3,11,3,0,4,3,0,4,0,28,7,6,27,17,6,12,4,11,0,93,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,0,14,3,3,3,6,4,3,0,7,3,28,60,249,79,232,187,73,20,52,10,970,9,18,10,4,4,5,3,3,3,61,6,12,3,3,4,4,0,6,0,42,37,36,272,21,18,15,58,38,9,498,15,3,88,3,0,3,13,15,0,140,9,10,9,10,7,0,3,12,0,51,17,85,19,62,13,12,8,5,0,216,10,86,3,48,20,8,5,3,3,184,63,59,11,20,127,31,16,10,0,343,17,45,9,93,29,10,12,15,0,233,5,24,12,4,7,10,3,8,0,63
SSC51410,9,122,4,12,16,0,0,0,3,160,7,63,3,5,12,3,0,0,0,92,33,58,3,6,37,12,0,0,3,153,25,73,0,14,15,3,0,4,0,137,6,13,0,3,6,4,0,0,0,28,3,0,7,0,3,3,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,92,368,22,53,102,32,3,13,4,693,20,39,4,8,12,0,0,0,0,85,0,10,0,0,0,0,0,0,0,18,59,58,24,16,8,3,3,7,4,179,13,19,8,10,5,0,0,0,0,62,3,12,0,3,3,0,0,0,0,14,17,209,7,12,16,0,0,0,0,268,18,81,3,6,14,3,0,0,0,124,119,153,5,10,53,30,3,4,7,375,49,131,6,20,21,6,0,4,3,247,8,19,3,8,6,4,0,0,0,48
